municipalityId,domain,sourceUrl,sectionNumber,anchorId,sectionUrl
NY-Cortlandt-Town,cac-cb-etc,https://ecode360.com/7691654,§ 15-1,7691655,https://ecode360.com/7691654#7691655
NY-Cortlandt-Town,cac-cb-etc,https://ecode360.com/7691654,§ 15-2,7691655,https://ecode360.com/7691654#7691655
NY-Cortlandt-Town,cac-cb-etc,https://ecode360.com/7691654,§ 15-3,7691656,https://ecode360.com/7691654#7691656
NY-Cortlandt-Town,cac-cb-etc,https://ecode360.com/7691654,§ 15-4,7691657,https://ecode360.com/7691654#7691657
NY-Cortlandt-Town,cac-cb-etc,https://ecode360.com/7691654,§ 15-5,7691660,https://ecode360.com/7691654#7691660
NY-Cortlandt-Town,cac-cb-etc,https://ecode360.com/7691654,§ 15-6,7691661,https://ecode360.com/7691654#7691661
NY-Cortlandt-Town,cac-cb-etc,https://ecode360.com/7691654,§ 15-7,7691673,https://ecode360.com/7691654#7691673
NY-Cortlandt-Town,cac-cb-etc,https://ecode360.com/7691654,§ 15-8,7691674,https://ecode360.com/7691654#7691674
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-1,7707635,https://ecode360.com/7707635#7707635
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-2,7707637,https://ecode360.com/7707635#7707637
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-3,7707638,https://ecode360.com/7707635#7707638
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-4,7707639,https://ecode360.com/7707635#7707639
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-5,33695127,https://ecode360.com/7707635#33695127
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-1,7707636,https://ecode360.com/7707635#7707636
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-2,7707636,https://ecode360.com/7707635#7707636
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-3,7707637,https://ecode360.com/7707635#7707637
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-4,7707638,https://ecode360.com/7707635#7707638
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 20-5,7707639,https://ecode360.com/7707635#7707639
NY-Mamaroneck-Village,cac-cb-etc,https://ecode360.com/7707635,§ 100,33695127,https://ecode360.com/7707635#33695127
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-1,9604741,https://ecode360.com/9604760#9604741
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-2,9604742,https://ecode360.com/9604760#9604742
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-3,9604742,https://ecode360.com/9604760#9604742
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-4,9604742,https://ecode360.com/9604760#9604742
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-5,9604742,https://ecode360.com/9604760#9604742
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-6,9604760,https://ecode360.com/9604760#9604760
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-7,9604760,https://ecode360.com/9604760#9604760
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-8,9604760,https://ecode360.com/9604760#9604760
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-9,9604760,https://ecode360.com/9604760#9604760
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-10,9604760,https://ecode360.com/9604760#9604760
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-11,9604760,https://ecode360.com/9604760#9604760
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-12,9604760,https://ecode360.com/9604760#9604760
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-13,9604760,https://ecode360.com/9604760#9604760
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-1,9604742,https://ecode360.com/9604760#9604742
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-2,9604743,https://ecode360.com/9604760#9604743
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-3,9604744,https://ecode360.com/9604760#9604744
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-4,9604749,https://ecode360.com/9604760#9604749
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-5,9604752,https://ecode360.com/9604760#9604752
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-6,9604753,https://ecode360.com/9604760#9604753
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-7,9604761,https://ecode360.com/9604760#9604761
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-8,9604762,https://ecode360.com/9604760#9604762
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-9,9604763,https://ecode360.com/9604760#9604763
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-10,9604767,https://ecode360.com/9604760#9604767
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-11,9604768,https://ecode360.com/9604760#9604768
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-12,9604780,https://ecode360.com/9604760#9604780
NY-MountPleasant-Town,cac-cb-etc,https://ecode360.com/9604760,§ 14-13,9604781,https://ecode360.com/9604760#9604781
NY-NewRochelle-City,cac-cb-etc,https://ecode360.com/34825570,§ 9-99,34825570,https://ecode360.com/34825570#34825570
NY-NewRochelle-City,cac-cb-etc,https://ecode360.com/34825570,§ 9-99,46067345,https://ecode360.com/34825570#46067345
NY-NewRochelle-City,cac-cb-etc,https://ecode360.com/34825570,§ 9-99,34825572,https://ecode360.com/34825570#34825572
NY-NewRochelle-City,cac-cb-etc,https://ecode360.com/34825570,§ 9-99,34825572,https://ecode360.com/34825570#34825572
NY-Peekskill-City,cac-cb-etc,https://ecode360.com/6428292,§ 24-1,6428292,https://ecode360.com/6428292#6428292
NY-Peekskill-City,cac-cb-etc,https://ecode360.com/6428292,§ 24-2,32009592,https://ecode360.com/6428292#32009592
NY-Peekskill-City,cac-cb-etc,https://ecode360.com/6428292,§ 24-3,32009593,https://ecode360.com/6428292#32009593
NY-Peekskill-City,cac-cb-etc,https://ecode360.com/6428292,§ 24-4,32009598,https://ecode360.com/6428292#32009598
NY-Peekskill-City,cac-cb-etc,https://ecode360.com/6428292,§ 24-1,32009591,https://ecode360.com/6428292#32009591
NY-Peekskill-City,cac-cb-etc,https://ecode360.com/6428292,§ 24-2,32009591,https://ecode360.com/6428292#32009591
NY-Peekskill-City,cac-cb-etc,https://ecode360.com/6428292,§ 24-3,32009592,https://ecode360.com/6428292#32009592
NY-Peekskill-City,cac-cb-etc,https://ecode360.com/6428292,§ 24-4,32009593,https://ecode360.com/6428292#32009593
NY-Peekskill-City,cac-cb-etc,https://ecode360.com/6428292,§ 239,32009598,https://ecode360.com/6428292#32009598
NY-Yorktown-Town,cac-cb-etc,https://ecode360.com/6849230,§ 10-7,6849230,https://ecode360.com/6849230#6849230
NY-Yorktown-Town,cac-cb-etc,https://ecode360.com/6849230,§ 10-7,6849231,https://ecode360.com/6849230#6849231
NY-Yorktown-Town,cac-cb-etc,https://ecode360.com/6849230,§ 239,6849231,https://ecode360.com/6849230#6849231
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-30,5113628,https://ecode360.com/5113628#5113628
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-31,5113636,https://ecode360.com/5113628#5113636
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-32,5113643,https://ecode360.com/5113628#5113643
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-33,5113645,https://ecode360.com/5113628#5113645
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-34,5113646,https://ecode360.com/5113628#5113646
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-35,5113647,https://ecode360.com/5113628#5113647
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-36,5113650,https://ecode360.com/5113628#5113650
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-37,5113651,https://ecode360.com/5113628#5113651
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-38,5113671,https://ecode360.com/5113628#5113671
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-39,5113675,https://ecode360.com/5113628#5113675
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-40,5113676,https://ecode360.com/5113628#5113676
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-41,5113679,https://ecode360.com/5113628#5113679
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-42,5113680,https://ecode360.com/5113628#5113680
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-43,5113681,https://ecode360.com/5113628#5113681
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-44,5113682,https://ecode360.com/5113628#5113682
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-45,5113683,https://ecode360.com/5113628#5113683
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-46,5113684,https://ecode360.com/5113628#5113684
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-47,5113685,https://ecode360.com/5113628#5113685
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-48,5113686,https://ecode360.com/5113628#5113686
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-49,5113689,https://ecode360.com/5113628#5113689
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-50,5113690,https://ecode360.com/5113628#5113690
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-51,5113701,https://ecode360.com/5113628#5113701
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-52,5113702,https://ecode360.com/5113628#5113702
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-53,5113703,https://ecode360.com/5113628#5113703
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-54,5113704,https://ecode360.com/5113628#5113704
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-55,5113705,https://ecode360.com/5113628#5113705
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-56,5113706,https://ecode360.com/5113628#5113706
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-57,5113707,https://ecode360.com/5113628#5113707
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-58,5113708,https://ecode360.com/5113628#5113708
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-59,5113709,https://ecode360.com/5113628#5113709
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-60,5113710,https://ecode360.com/5113628#5113710
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-61,5113711,https://ecode360.com/5113628#5113711
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-62,5113712,https://ecode360.com/5113628#5113712
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-63,5113713,https://ecode360.com/5113628#5113713
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-64,5113714,https://ecode360.com/5113628#5113714
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-30,5113629,https://ecode360.com/5113628#5113629
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-31,5113629,https://ecode360.com/5113628#5113629
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-32,5113636,https://ecode360.com/5113628#5113636
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-33,5113643,https://ecode360.com/5113628#5113643
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-34,5113645,https://ecode360.com/5113628#5113645
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-35,5113646,https://ecode360.com/5113628#5113646
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-36,5113647,https://ecode360.com/5113628#5113647
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-37,5113650,https://ecode360.com/5113628#5113650
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-38,5113651,https://ecode360.com/5113628#5113651
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-39,5113671,https://ecode360.com/5113628#5113671
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-40,5113675,https://ecode360.com/5113628#5113675
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-41,5113676,https://ecode360.com/5113628#5113676
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-42,5113679,https://ecode360.com/5113628#5113679
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-43,5113680,https://ecode360.com/5113628#5113680
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-44,5113681,https://ecode360.com/5113628#5113681
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-45,5113682,https://ecode360.com/5113628#5113682
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-46,5113683,https://ecode360.com/5113628#5113683
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-47,5113684,https://ecode360.com/5113628#5113684
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-48,5113685,https://ecode360.com/5113628#5113685
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-49,5113686,https://ecode360.com/5113628#5113686
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-50,5113689,https://ecode360.com/5113628#5113689
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-51,5113690,https://ecode360.com/5113628#5113690
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-52,5113701,https://ecode360.com/5113628#5113701
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-53,5113702,https://ecode360.com/5113628#5113702
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-53,5113703,https://ecode360.com/5113628#5113703
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-54,5113704,https://ecode360.com/5113628#5113704
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-55,5113704,https://ecode360.com/5113628#5113704
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-56,5113705,https://ecode360.com/5113628#5113705
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-57,5113706,https://ecode360.com/5113628#5113706
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-58,5113707,https://ecode360.com/5113628#5113707
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-59,5113708,https://ecode360.com/5113628#5113708
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-60,5113709,https://ecode360.com/5113628#5113709
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-61,5113710,https://ecode360.com/5113628#5113710
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-62,5113711,https://ecode360.com/5113628#5113711
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-63,5113712,https://ecode360.com/5113628#5113712
NY-Ardsley-Village,cluster-zoning,https://ecode360.com/5113628,§ 200-64,5113713,https://ecode360.com/5113628#5113713
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-51,6237784,https://ecode360.com/6237784#6237784
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-52,6237786,https://ecode360.com/6237784#6237786
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-53,6237787,https://ecode360.com/6237784#6237787
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-54,6237788,https://ecode360.com/6237784#6237788
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-55,6237816,https://ecode360.com/6237784#6237816
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-56,6237837,https://ecode360.com/6237784#6237837
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-51,6237785,https://ecode360.com/6237784#6237785
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-52,6237785,https://ecode360.com/6237784#6237785
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-53,6237786,https://ecode360.com/6237784#6237786
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-54,6237787,https://ecode360.com/6237784#6237787
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-55,6237788,https://ecode360.com/6237784#6237788
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 107-51,6237816,https://ecode360.com/6237784#6237816
NY-Bedford-Town,cluster-zoning,https://ecode360.com/6237784,§ 125-56,6237821,https://ecode360.com/6237784#6237821
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-1,7690937,https://ecode360.com/7690937#7691203#7690937
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-2,7690941,https://ecode360.com/7690937#7691203#7690941
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-3,7691008,https://ecode360.com/7690937#7691203#7691008
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-4,7691012,https://ecode360.com/7690937#7691203#7691012
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-5,7691016,https://ecode360.com/7690937#7691203#7691016
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-6,7691052,https://ecode360.com/7690937#7691203#7691052
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-7,7691203,https://ecode360.com/7690937#7691203#7691203
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-8,7691229,https://ecode360.com/7690937#7691203#7691229
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-9,7691249,https://ecode360.com/7690937#7691203#7691249
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-9,7691263,https://ecode360.com/7690937#7691203#7691263
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-9,31897275,https://ecode360.com/7690937#7691203#31897275
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-9,7691287,https://ecode360.com/7690937#7691203#7691287
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-9,37351500,https://ecode360.com/7690937#7691203#37351500
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-10,38623298,https://ecode360.com/7690937#7691203#38623298
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-11,7691351,https://ecode360.com/7690937#7691203#7691351
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-12,7691374,https://ecode360.com/7690937#7691203#7691374
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-13,7691399,https://ecode360.com/7690937#7691203#7691399
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-14,7691408,https://ecode360.com/7690937#7691203#7691408
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-15,7691433,https://ecode360.com/7690937#7691203#7691433
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-16,7691438,https://ecode360.com/7690937#7691203#7691438
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-17,7691454,https://ecode360.com/7690937#7691203#7691454
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-18,7691481,https://ecode360.com/7690937#7691203#7691481
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-19,7691497,https://ecode360.com/7690937#7691203#7691497
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-20,7691498,https://ecode360.com/7690937#7691203#7691498
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-21,7691499,https://ecode360.com/7690937#7691203#7691499
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-22,7691500,https://ecode360.com/7690937#7691203#7691500
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-1,7690938,https://ecode360.com/7690937#7691203#7690938
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 7-704,7690938,https://ecode360.com/7690937#7691203#7690938
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-2,7690941,https://ecode360.com/7690937#7691203#7690941
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 3607,7690941,https://ecode360.com/7690937#7691203#7690941
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-3,7691008,https://ecode360.com/7690937#7691203#7691008
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-4,7691008,https://ecode360.com/7690937#7691203#7691008
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 220-5,7691012,https://ecode360.com/7690937#7691203#7691012
NY-BriarcliffManor-Village,cluster-zoning,https://ecode360.com/7690937#7691203,§ 239,7691016,https://ecode360.com/7690937#7691203#7691016
